Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare,Farm_Area(acres),Fertilizer_Used(tons),Pesticide_Used(kg),Water_Usage(cubic meters)
North,Sandy,Cotton,107.5369762125436,39.40672813532797,Cloudy,112,4.402252579455605,122.805,2.1,2.18,53381.215
East,Sandy,Rice,664.3157796976737,36.028106702842194,Rainy,131,4.445760656883699,308.40500000000003,4.595,4.220000000000001,78580.925
West,Peaty,Maize,682.5172018622715,34.361232525036414,Cloudy,80,4.443243536273928,389.37,0.57,4.93,60202.14
South,Silt,Rice,852.4346984617134,29.34566932304691,Cloudy,84,4.556592434549598,464.6,5.18,0.91,9392.38
West,Loam,Barley,790.2203801431566,39.13927931686594,Cloudy,67,4.646277883958543,446.76,7.79,0.96,93656.06
South,Loam,Barley,549.2385926741732,28.409873314177887,Sunny,87,4.222262949722521,446.76,7.79,0.96,93656.06
South,Sandy,Maize,553.5115713243582,33.15703380856491,Rainy,132,4.645308506640613,460.93,1.09,1.31,54314.28
West,Loam,Cotton,469.61094413768376,38.61731576347516,Sunny,129,4.296561614059588,387.78,6.245,2.84,57761.24
South,Clay,Wheat,301.99748131537814,19.632726957933706,Rainy,140,4.270666381779873,210.88500000000002,6.105,2.235,44398.345
West,Silt,Soybean,713.9432226409236,21.566127725310224,Cloudy,74,4.228819674644605,266.03,8.57,1.35,43610.21
South,Loam,Soybean,486.64897367950863,24.63049025506873,Rainy,67,4.218773610701913,156.1,1.18,4.43,73646.55
East,Silt,Soybean,410.2149324386938,33.271109100260475,Rainy,148,4.235725478064728,266.03,8.57,1.35,43610.21
West,Sandy,Soybean,690.3395540932529,23.99248597037549,Cloudy,100,4.384191241426168,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
East,Sandy,Maize,218.19412400739608,37.41910993083577,Sunny,134,4.251086397001516,460.93,1.09,1.31,54314.28
West,Loam,Wheat,850.4092287241253,34.619379678426625,Rainy,74,4.609516002073774,162.28,5.85,2.42,65838.4
West,Silt,Barley,495.25080555144126,21.58376162900155,Cloudy,65,4.550962238973003,253.43,6.2,3.375,39956.880000000005
East,Loam,Maize,848.1193618678095,29.571834243594445,Sunny,86,4.592681035789302,128.23,4.91,0.77,18660.03
South,Silt,Barley,375.22352484997634,19.403736010467934,Sunny,109,4.552643431765368,253.43,6.2,3.375,39956.880000000005
North,Silt,Rice,350.9257226133551,24.45762374889295,Cloudy,128,4.58905266235438,464.6,5.18,0.91,9392.38
West,Peaty,Maize,308.5844815495211,27.368497918346566,Cloudy,64,4.400822299230058,389.37,0.57,4.93,60202.14
North,Sandy,Cotton,540.4744613158996,16.530225986177765,Rainy,90,4.229414003686099,122.805,2.1,2.18,53381.215
North,Sandy,Cotton,535.3136296603226,27.26613981583456,Rainy,67,4.469667268712708,122.805,2.1,2.18,53381.215
West,Loam,Soybean,791.8939061966292,17.51309280603623,Cloudy,136,4.450346564755852,156.1,1.18,4.43,73646.55
East,Clay,Wheat,707.0859895362692,34.95867903477736,Cloudy,64,4.480857596529002,210.88500000000002,6.105,2.235,44398.345
East,Loam,Maize,772.5823429772572,18.15102447769519,Cloudy,97,4.420200384452622,128.23,4.91,0.77,18660.03
South,Clay,Cotton,408.0162741195479,22.304411462849437,Rainy,146,4.279382222882873,324.21,5.47,2.86,49551.67333333334
North,Silt,Rice,301.1898392175607,38.90608005804548,Cloudy,87,4.262188336574727,464.6,5.18,0.91,9392.38
North,Sandy,Cotton,694.9068975800762,28.110863511548693,Sunny,147,4.5397627896223645,122.805,2.1,2.18,53381.215
South,Clay,Barley,257.9667550132132,39.32480689118687,Sunny,144,4.5164573521206375,299.265,4.095,0.75,41989.11
North,Sandy,Maize,376.95191690066304,15.206266598345678,Sunny,109,4.195207915270171,460.93,1.09,1.31,54314.28
East,Clay,Barley,529.5293873874145,35.82165066916497,Cloudy,137,4.614032279238341,299.265,4.095,0.75,41989.11
South,Silt,Soybean,474.0207382493503,19.4905859534261,Cloudy,128,4.345658026806813,266.03,8.57,1.35,43610.21
South,Loam,Wheat,369.31593594616334,38.00580523930358,Rainy,122,4.646844764534835,162.28,5.85,2.42,65838.4
West,Silt,Wheat,410.152941283188,20.760140127339344,Sunny,99,4.578362372325515,288.52,1.79,4.78,23208.04
East,Sandy,Maize,467.97586606741856,16.13268460732538,Sunny,120,4.602031285291048,460.93,1.09,1.31,54314.28
North,Clay,Wheat,490.4542558981891,22.01149535035551,Cloudy,64,4.520901477074861,210.88500000000002,6.105,2.235,44398.345
South,Silt,Barley,525.7775199996286,25.333676708697997,Sunny,139,4.481755341958742,253.43,6.2,3.375,39956.880000000005
North,Loam,Cotton,634.9486322986139,30.92166029829332,Rainy,60,4.420122097461822,387.78,6.245,2.84,57761.24
West,Clay,Rice,452.1428643946224,25.69526324066474,Sunny,110,4.635650610179721,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
South,Sandy,Rice,732.2750188933841,39.295530270262034,Cloudy,75,4.489253171450964,308.40500000000003,4.595,4.220000000000001,78580.925
North,Sandy,Cotton,299.79137594156566,18.25813601479792,Cloudy,105,4.238669779270222,122.805,2.1,2.18,53381.215
North,Loam,Wheat,241.27317626358,22.536881742320308,Cloudy,64,4.448104271393061,162.28,5.85,2.42,65838.4
North,Loam,Barley,279.74665264908845,24.70478969647269,Cloudy,126,4.462624443500217,446.76,7.79,0.96,93656.06
South,Peaty,Maize,419.6490596655602,22.74606727960068,Sunny,121,4.318181914028066,389.37,0.57,4.93,60202.14
West,Loam,Maize,840.7576552964018,17.77897511886772,Rainy,103,4.328782570677492,128.23,4.91,0.77,18660.03
North,Sandy,Maize,950.4755484831608,16.600497145574867,Cloudy,137,4.518515349285155,460.93,1.09,1.31,54314.28
West,Loam,Cotton,743.2319546579755,29.78451448254292,Rainy,84,4.263618217887959,387.78,6.245,2.84,57761.24
North,Loam,Barley,487.1747358112897,28.092035970633194,Rainy,143,4.331720814085345,446.76,7.79,0.96,93656.06
South,Sandy,Rice,345.35381283374625,36.427419029503206,Sunny,87,4.384363827525005,308.40500000000003,4.595,4.220000000000001,78580.925
North,Sandy,Rice,863.6962513097707,19.331456498490308,Rainy,118,4.496798645746081,308.40500000000003,4.595,4.220000000000001,78580.925
North,Clay,Cotton,513.3743033742508,33.10450233688577,Cloudy,144,4.592869885480873,324.21,5.47,2.86,49551.67333333334
East,Silt,Soybean,896.1592497482659,23.786924772545618,Cloudy,97,4.611107617723095,266.03,8.57,1.35,43610.21
North,Peaty,Maize,747.5910560683953,38.21416343694743,Sunny,131,4.354367227920433,389.37,0.57,4.93,60202.14
West,Loam,Maize,383.5707070340405,37.402208302717206,Rainy,71,4.470369250375039,128.23,4.91,0.77,18660.03
North,Clay,Cotton,512.0615663407164,16.8396916600432,Cloudy,115,4.430150679180049,324.21,5.47,2.86,49551.67333333334
North,Loam,Wheat,500.8202853402464,32.63080052238865,Sunny,113,4.4489849803145285,162.28,5.85,2.42,65838.4
West,Loam,Barley,799.5571161721556,31.73337631156532,Rainy,90,4.392962772242533,446.76,7.79,0.96,93656.06
South,Loam,Soybean,528.5609568027712,21.57627149772011,Cloudy,104,4.38587783817143,156.1,1.18,4.43,73646.55
East,Clay,Rice,622.4543088667216,19.598230637979487,Sunny,60,4.588348573052134,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
West,Loam,Cotton,648.1924780864855,36.23148994995137,Rainy,91,4.33840163454603,387.78,6.245,2.84,57761.24
South,Silt,Wheat,739.0200525301012,19.91875594555165,Sunny,74,4.601041163288796,288.52,1.79,4.78,23208.04
North,Sandy,Rice,865.7605260179937,15.426388368765748,Cloudy,142,4.313893177055133,308.40500000000003,4.595,4.220000000000001,78580.925
East,Loam,Wheat,484.0453844411209,30.10563258412878,Cloudy,133,4.386255305024706,162.28,5.85,2.42,65838.4
South,Loam,Maize,193.27207950173923,18.604943210401785,Sunny,75,4.274186374020577,128.23,4.91,0.77,18660.03
South,Loam,Soybean,759.7166575739304,19.89111643449253,Cloudy,134,4.1883864616985536,156.1,1.18,4.43,73646.55
North,Silt,Barley,461.84627439478464,33.987876761119026,Cloudy,72,4.501792353811259,253.43,6.2,3.375,39956.880000000005
South,Clay,Cotton,407.7352177762749,34.9621039621745,Cloudy,136,4.571830185164882,324.21,5.47,2.86,49551.67333333334
North,Silt,Barley,266.0134014075973,39.22643401314818,Rainy,144,4.460444067316295,253.43,6.2,3.375,39956.880000000005
North,Loam,Maize,826.5940104233104,24.65463692126812,Sunny,141,4.274549122257684,128.23,4.91,0.77,18660.03
South,Silt,Rice,594.4831501515982,25.07037967479721,Sunny,139,4.2533846540827085,464.6,5.18,0.91,9392.38
East,Loam,Barley,885.557983086201,18.582984271018468,Sunny,136,4.249456805593757,446.76,7.79,0.96,93656.06
East,Loam,Soybean,717.043076676232,28.80060201462432,Rainy,116,4.303653550333454,156.1,1.18,4.43,73646.55
West,Loam,Maize,520.910357486847,29.39709932928482,Cloudy,121,4.37964350641117,128.23,4.91,0.77,18660.03
West,Silt,Barley,860.2459642195049,23.08666934566013,Cloudy,80,4.376836440826648,253.43,6.2,3.375,39956.880000000005
West,Silt,Soybean,551.3433828765781,24.393608623553234,Rainy,102,4.4793619026667,266.03,8.57,1.35,43610.21
East,Clay,Wheat,579.7033934547126,36.55955423365293,Cloudy,98,4.209769943856532,210.88500000000002,6.105,2.235,44398.345
North,Loam,Cotton,202.78837689016007,32.7037326683256,Rainy,133,4.24988324427632,387.78,6.245,2.84,57761.24
East,Clay,Rice,790.3429516282984,27.478729377264536,Rainy,118,4.402740753264037,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
West,Loam,Soybean,685.1496248084801,15.240402618685335,Cloudy,62,4.216961627813346,156.1,1.18,4.43,73646.55
North,Silt,Soybean,685.9532040343472,16.578703957958318,Sunny,108,4.505126293135556,266.03,8.57,1.35,43610.21
East,Sandy,Maize,745.0228513289347,28.006838233028027,Cloudy,66,4.2708129961123005,460.93,1.09,1.31,54314.28
West,Sandy,Soybean,512.6272379833397,26.6952561690742,Rainy,110,4.610369687814985,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
East,Loam,Maize,279.9785214276181,29.364224803515185,Sunny,105,4.452353080783243,128.23,4.91,0.77,18660.03
West,Sandy,Barley,273.02246110628505,28.66973971339958,Cloudy,115,4.364902501419967,59.535,2.9,1.835,58807.185
South,Silt,Wheat,419.4290204422798,33.384778606356086,Rainy,64,4.405241924689523,288.52,1.79,4.78,23208.04
South,Loam,Barley,468.9902957652548,25.004113313895285,Cloudy,64,4.4864677415590055,446.76,7.79,0.96,93656.06
West,Clay,Wheat,416.8765804588704,17.58008189789401,Rainy,126,4.415997128301186,210.88500000000002,6.105,2.235,44398.345
West,Sandy,Maize,186.9253072244528,23.90721415537053,Rainy,63,4.388422057183482,460.93,1.09,1.31,54314.28
West,Sandy,Maize,328.1061558518109,37.13444179434887,Sunny,137,4.563657498990533,460.93,1.09,1.31,54314.28
South,Clay,Wheat,274.5446475142781,28.71453632720853,Rainy,133,4.368911325840643,210.88500000000002,6.105,2.235,44398.345
North,Sandy,Barley,267.135251874202,18.753917915892742,Cloudy,121,4.45612585652319,59.535,2.9,1.835,58807.185
West,Peaty,Maize,837.3170896305401,20.085075928204425,Rainy,104,4.504698183012617,389.37,0.57,4.93,60202.14
West,Sandy,Rice,591.1637735174409,29.82483365475758,Sunny,69,4.280207496417256,308.40500000000003,4.595,4.220000000000001,78580.925
South,Sandy,Barley,573.4986180332496,39.582059585424005,Rainy,131,4.609853796546748,59.535,2.9,1.835,58807.185
South,Loam,Cotton,790.7287846883947,22.06226814911596,Sunny,103,4.4835506635186055,387.78,6.245,2.84,57761.24
South,Loam,Maize,621.3700128582987,15.445152200592416,Rainy,73,4.450113118007875,128.23,4.91,0.77,18660.03
West,Silt,Rice,149.61991681503042,37.38934378230747,Rainy,107,4.402060770272257,464.6,5.18,0.91,9392.38
North,Loam,Maize,420.7913314925722,31.72316240476855,Cloudy,60,4.362395103328564,128.23,4.91,0.77,18660.03
North,Loam,Barley,223.2188835406978,33.97668439241407,Rainy,118,4.604093525703683,446.76,7.79,0.96,93656.06
West,Peaty,Maize,741.6773265042943,22.221966417918708,Cloudy,121,4.258417326536693,389.37,0.57,4.93,60202.14
North,Silt,Barley,247.8106533670158,36.79205621150357,Cloudy,73,4.247345697448015,253.43,6.2,3.375,39956.880000000005
East,Sandy,Soybean,451.2707097233374,34.82201092722069,Cloudy,65,4.203121944585246,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
East,Silt,Barley,949.9059405698454,33.85579791423703,Rainy,102,4.39824187674955,253.43,6.2,3.375,39956.880000000005
South,Peaty,Maize,808.8404932368752,22.56346335294824,Sunny,89,4.313296501464844,389.37,0.57,4.93,60202.14
East,Sandy,Cotton,326.0443525268826,27.103847117065435,Rainy,62,4.356872357761183,122.805,2.1,2.18,53381.215
North,Silt,Barley,586.84155146014,21.80057708527624,Cloudy,63,4.4462624313080354,253.43,6.2,3.375,39956.880000000005
East,Loam,Maize,403.976971658797,36.36910503362618,Rainy,89,4.560523727441415,128.23,4.91,0.77,18660.03
North,Sandy,Soybean,241.73783166217103,27.965481867235557,Rainy,140,4.44886536956517,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
South,Silt,Barley,419.2442859028327,32.82241064679738,Rainy,114,4.406479701705578,253.43,6.2,3.375,39956.880000000005
North,Silt,Soybean,384.846855067184,18.78247686909124,Cloudy,101,4.306934749436477,266.03,8.57,1.35,43610.21
West,Loam,Wheat,812.771727149939,38.11221541441771,Sunny,95,4.518510348205611,162.28,5.85,2.42,65838.4
West,Loam,Cotton,548.7427585438754,17.540912944783045,Cloudy,135,4.451108586073405,387.78,6.245,2.84,57761.24
North,Loam,Maize,810.1768281646889,32.60545867961562,Rainy,119,4.4680078016650295,128.23,4.91,0.77,18660.03
South,Sandy,Maize,753.940685189363,32.96136731661517,Cloudy,112,4.469637167406599,460.93,1.09,1.31,54314.28
West,Peaty,Maize,396.5155685392028,29.86628902936434,Sunny,137,4.564391099631995,389.37,0.57,4.93,60202.14
North,Silt,Wheat,604.2799006563207,27.516454194622256,Sunny,97,4.400069727174973,288.52,1.79,4.78,23208.04
South,Loam,Barley,552.8956542019062,21.145113606666595,Rainy,122,4.414100696831892,446.76,7.79,0.96,93656.06
North,Sandy,Soybean,801.007908176985,26.391753086701463,Sunny,60,4.621008945363431,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Peaty,Maize,241.05946997538132,23.843111430545672,Cloudy,127,4.528143021591536,389.37,0.57,4.93,60202.14
South,Clay,Wheat,506.6956958771859,15.657066980892216,Cloudy,108,4.621472735668245,210.88500000000002,6.105,2.235,44398.345
West,Loam,Cotton,849.6639144224455,19.46530955558172,Sunny,124,4.529804232936371,387.78,6.245,2.84,57761.24
East,Clay,Wheat,571.9446562354423,17.881973585106337,Sunny,89,4.390853702959127,210.88500000000002,6.105,2.235,44398.345
West,Loam,Wheat,241.8236466465364,30.775370491587346,Sunny,102,4.263590911525444,162.28,5.85,2.42,65838.4
West,Loam,Maize,252.0027643930804,39.82869744461893,Sunny,121,4.415414237111956,128.23,4.91,0.77,18660.03
West,Silt,Soybean,228.9030446285913,28.973119688743356,Cloudy,101,4.519099374435742,266.03,8.57,1.35,43610.21
West,Clay,Cotton,610.9386160836553,30.912134210938213,Rainy,95,4.480419136456814,324.21,5.47,2.86,49551.67333333334
North,Loam,Wheat,543.140903346921,20.9559875247628,Rainy,106,4.225583809342743,162.28,5.85,2.42,65838.4
East,Clay,Barley,554.0495845647104,30.7405447450335,Rainy,89,4.636480705565732,299.265,4.095,0.75,41989.11
North,Silt,Wheat,398.7399848074817,15.467710938304238,Rainy,116,4.536589603678222,288.52,1.79,4.78,23208.04
North,Clay,Barley,400.1208918448402,35.32868910182734,Sunny,102,4.611360714291921,299.265,4.095,0.75,41989.11
South,Clay,Rice,115.12939485453217,22.67578811211728,Rainy,89,4.222372279530002,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
West,Clay,Cotton,858.1271923264516,22.159681580086595,Cloudy,92,4.439308817653727,324.21,5.47,2.86,49551.67333333334
North,Clay,Rice,193.5337021786445,34.7822376245539,Rainy,68,4.466876283218816,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
East,Loam,Cotton,563.3164409706989,20.203733908751005,Cloudy,124,4.478355338516718,387.78,6.245,2.84,57761.24
East,Loam,Wheat,576.060716246131,23.75459467831597,Rainy,100,4.237720855040819,162.28,5.85,2.42,65838.4
South,Clay,Barley,470.1916820558481,31.170962443693742,Sunny,148,4.537267775398428,299.265,4.095,0.75,41989.11
South,Clay,Cotton,323.50281676267923,34.81909032937011,Rainy,70,4.25754963449925,324.21,5.47,2.86,49551.67333333334
North,Sandy,Rice,882.2560793480013,36.63245916656669,Sunny,85,4.513804811919016,308.40500000000003,4.595,4.220000000000001,78580.925
East,Silt,Soybean,549.3158284120516,24.371014663743445,Rainy,149,4.425248865892583,266.03,8.57,1.35,43610.21
East,Loam,Maize,343.42484950704613,33.37977708364879,Sunny,127,4.303206772545136,128.23,4.91,0.77,18660.03
West,Loam,Wheat,516.6961455420842,23.04210445407537,Rainy,125,4.411703007937347,162.28,5.85,2.42,65838.4
East,Silt,Wheat,808.913886086265,18.02714198847505,Rainy,99,4.363584648292004,288.52,1.79,4.78,23208.04
North,Loam,Maize,433.54944221507816,22.563585920963234,Cloudy,83,4.291724837199512,128.23,4.91,0.77,18660.03
West,Clay,Cotton,738.83654290419,38.712660482508646,Cloudy,77,4.423332326769711,324.21,5.47,2.86,49551.67333333334
West,Loam,Wheat,528.1088027257022,26.313382214714878,Rainy,130,4.45720114818641,162.28,5.85,2.42,65838.4
West,Sandy,Soybean,719.7458299767613,21.761286323043134,Cloudy,95,4.377720918012531,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
West,Loam,Cotton,771.5963824805018,39.80524690746143,Sunny,121,4.504070842354224,387.78,6.245,2.84,57761.24
South,Loam,Cotton,364.7884517233896,30.99094475675659,Cloudy,71,4.298529127903483,387.78,6.245,2.84,57761.24
North,Loam,Soybean,625.3833349449013,30.807364115496263,Sunny,139,4.540422918876626,156.1,1.18,4.43,73646.55
North,Peaty,Maize,199.569875858228,26.55837947605164,Sunny,77,4.370836100517058,389.37,0.57,4.93,60202.14
West,Peaty,Maize,821.1456985088182,33.83246946250948,Sunny,78,4.523018254173239,389.37,0.57,4.93,60202.14
South,Sandy,Maize,878.2710809992521,23.084202017005747,Sunny,74,4.381322658295236,460.93,1.09,1.31,54314.28
South,Loam,Maize,551.2902393551121,24.2898689620812,Rainy,84,4.249899422325706,128.23,4.91,0.77,18660.03
West,Loam,Barley,471.5145532277485,30.36726424029105,Rainy,87,4.516136362818422,446.76,7.79,0.96,93656.06
East,Sandy,Soybean,893.8437223605804,30.175653692591304,Cloudy,125,4.511564044919032,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
West,Silt,Rice,767.2564533491229,27.48691364209538,Cloudy,81,4.53093019342223,464.6,5.18,0.91,9392.38
North,Silt,Soybean,491.38658707373264,19.56375984074056,Cloudy,86,4.543263645038452,266.03,8.57,1.35,43610.21
East,Silt,Rice,407.8245865333844,17.045694933006708,Cloudy,141,4.561614122049653,464.6,5.18,0.91,9392.38
South,Loam,Maize,451.6414732717815,22.749249423374945,Cloudy,140,4.238004459497124,128.23,4.91,0.77,18660.03
North,Loam,Cotton,385.4037853102837,26.841198735151167,Sunny,140,4.306737821570379,387.78,6.245,2.84,57761.24
South,Sandy,Soybean,377.257969150347,28.20880155423058,Rainy,128,4.4071611043058105,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Silt,Barley,241.71067550121057,25.37420879945943,Rainy,88,4.202136007890425,253.43,6.2,3.375,39956.880000000005
North,Sandy,Soybean,613.9442965347891,39.758950169789486,Cloudy,62,4.190754403383074,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
East,Loam,Barley,322.71296902542326,36.101665837403125,Sunny,104,4.628107952372875,446.76,7.79,0.96,93656.06
East,Loam,Maize,753.5550078571489,27.506811925026117,Sunny,63,4.252031575537346,128.23,4.91,0.77,18660.03
North,Sandy,Soybean,197.57579937101224,22.150790637038213,Rainy,129,4.21998120215098,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
East,Clay,Rice,295.72204516609384,21.75021878465821,Cloudy,111,4.398061474520416,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
North,Sandy,Rice,531.9635507855925,38.54820197667979,Sunny,102,4.530355744270076,308.40500000000003,4.595,4.220000000000001,78580.925
West,Silt,Barley,745.6887924234412,19.118458298833627,Rainy,123,4.3013276291217055,253.43,6.2,3.375,39956.880000000005
West,Peaty,Maize,763.6985926852408,27.092507318948226,Cloudy,97,4.642591847729536,389.37,0.57,4.93,60202.14
East,Sandy,Cotton,560.1360204267285,24.11778622705276,Cloudy,113,4.369133528420889,122.805,2.1,2.18,53381.215
East,Peaty,Maize,686.6483428899425,16.185825476287494,Rainy,125,4.202100583102907,389.37,0.57,4.93,60202.14
North,Silt,Barley,671.7629114522722,29.92514638048772,Rainy,113,4.497453244730811,253.43,6.2,3.375,39956.880000000005
North,Loam,Barley,676.8708892574616,19.849782745796603,Sunny,99,4.525710945195769,446.76,7.79,0.96,93656.06
West,Sandy,Cotton,317.73735785645346,32.071855410209864,Rainy,94,4.5998661526516,122.805,2.1,2.18,53381.215
West,Sandy,Rice,155.82444571306556,18.07394245241217,Sunny,81,4.3187232307385,308.40500000000003,4.595,4.220000000000001,78580.925
West,Sandy,Barley,308.6977716684692,20.755513132283028,Sunny,146,4.394819520308257,59.535,2.9,1.835,58807.185
North,Loam,Maize,691.7872207670192,20.103966143659395,Cloudy,137,4.601033304632396,128.23,4.91,0.77,18660.03
South,Sandy,Rice,761.7166322977637,30.99264045731188,Sunny,119,4.614739491326681,308.40500000000003,4.595,4.220000000000001,78580.925
West,Clay,Rice,242.0374296241524,21.362637019489387,Sunny,110,4.297526399942478,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
South,Sandy,Cotton,440.0710227994968,33.0974387854839,Cloudy,63,4.186969815175559,122.805,2.1,2.18,53381.215
East,Loam,Wheat,487.6992648218977,16.421748150034595,Sunny,98,4.537562597516057,162.28,5.85,2.42,65838.4
West,Clay,Wheat,402.04316840390686,20.2520287617946,Rainy,78,4.480084157654028,210.88500000000002,6.105,2.235,44398.345
North,Sandy,Soybean,588.9650700299006,22.02722584080238,Rainy,82,4.644194585461788,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
East,Loam,Soybean,735.0177037617216,28.48551881697237,Cloudy,122,4.230150040465797,156.1,1.18,4.43,73646.55
West,Sandy,Barley,537.2709135207842,16.536846765123784,Cloudy,70,4.353594415710414,59.535,2.9,1.835,58807.185
North,Loam,Cotton,708.4514271971628,24.47523113236884,Sunny,101,4.596585390339008,387.78,6.245,2.84,57761.24
East,Loam,Soybean,521.7697766117417,29.84703876342164,Sunny,87,4.555909006386551,156.1,1.18,4.43,73646.55
East,Peaty,Maize,435.8465554124181,30.30236137482416,Sunny,71,4.534964810490931,389.37,0.57,4.93,60202.14
West,Sandy,Soybean,877.5100253847135,25.758533779178247,Rainy,80,4.632351079398351,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
West,Loam,Soybean,492.8081216747814,30.309345943065345,Sunny,92,4.212587145310716,156.1,1.18,4.43,73646.55
North,Loam,Cotton,366.6533440703213,18.05805609400098,Sunny,138,4.272441628053404,387.78,6.245,2.84,57761.24
West,Clay,Cotton,607.1489424790889,27.699442493058072,Cloudy,123,4.3589591512975705,324.21,5.47,2.86,49551.67333333334
North,Sandy,Maize,546.8982729674441,26.19541628584845,Rainy,99,4.291272344064219,460.93,1.09,1.31,54314.28
South,Loam,Wheat,240.35632928341815,24.170665101686005,Sunny,121,4.401572474933025,162.28,5.85,2.42,65838.4
North,Silt,Soybean,494.0217105908784,29.555480293765456,Rainy,85,4.485557117062946,266.03,8.57,1.35,43610.21
North,Silt,Wheat,848.5689884865645,17.176676277159505,Sunny,84,4.505674692594982,288.52,1.79,4.78,23208.04
East,Silt,Barley,602.2553961827266,37.67498372927411,Rainy,128,4.260948438235965,253.43,6.2,3.375,39956.880000000005
West,Loam,Cotton,686.963079909232,38.58585072029344,Sunny,145,4.370681224157376,387.78,6.245,2.84,57761.24
South,Silt,Rice,640.6045382532052,23.89444245346965,Cloudy,97,4.504366179686233,464.6,5.18,0.91,9392.38
North,Silt,Rice,372.03839264741777,15.967836186435733,Cloudy,145,4.301963944862453,464.6,5.18,0.91,9392.38
South,Loam,Soybean,988.1248148346192,17.436681806320344,Cloudy,138,4.478823564464776,156.1,1.18,4.43,73646.55
North,Silt,Soybean,457.4614688479926,39.76587454578199,Sunny,130,4.61638702552508,266.03,8.57,1.35,43610.21
East,Sandy,Cotton,217.3171785821457,35.39716511199393,Sunny,137,4.371827232685919,122.805,2.1,2.18,53381.215
East,Loam,Barley,545.9017911531462,32.99433096303328,Sunny,128,4.475431919771356,446.76,7.79,0.96,93656.06
West,Sandy,Barley,516.2373191895113,36.46729852556268,Sunny,88,4.250592034445419,59.535,2.9,1.835,58807.185
East,Sandy,Rice,317.9161101426397,35.535767780302855,Sunny,145,4.603895386318428,308.40500000000003,4.595,4.220000000000001,78580.925
North,Clay,Cotton,328.5187480021357,31.457113125957225,Rainy,65,4.533279822965479,324.21,5.47,2.86,49551.67333333334
North,Clay,Wheat,421.2893071001834,23.88336730747464,Rainy,99,4.423475882630271,210.88500000000002,6.105,2.235,44398.345
West,Loam,Soybean,361.4843483913776,32.632417612546575,Cloudy,64,4.621368701108097,156.1,1.18,4.43,73646.55
East,Clay,Rice,535.0286958991591,23.133591718194225,Cloudy,128,4.529323494415257,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
West,Sandy,Barley,676.9528783702634,23.716158577778977,Cloudy,93,4.303483971991331,59.535,2.9,1.835,58807.185
North,Peaty,Maize,845.5437427469931,34.319485064715195,Rainy,79,4.586911877492066,389.37,0.57,4.93,60202.14
North,Sandy,Rice,785.9861184666013,20.117188686904264,Rainy,72,4.201070939343785,308.40500000000003,4.595,4.220000000000001,78580.925
East,Silt,Rice,508.9355328639904,30.50870291335719,Sunny,75,4.492672239995598,464.6,5.18,0.91,9392.38
East,Loam,Soybean,590.1705711469876,25.900947427262928,Cloudy,85,4.201560709219663,156.1,1.18,4.43,73646.55
North,Sandy,Soybean,621.3346321229365,17.584373396120405,Sunny,143,4.540914781273819,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
South,Clay,Wheat,778.2922364138271,28.55670343752652,Rainy,75,4.6388379931770185,210.88500000000002,6.105,2.235,44398.345
South,Peaty,Maize,803.2441665338786,28.78310179576172,Rainy,144,4.543411192270188,389.37,0.57,4.93,60202.14
South,Sandy,Barley,286.4994280968588,28.73551246080686,Rainy,141,4.366296463815681,59.535,2.9,1.835,58807.185
North,Sandy,Rice,432.84185779193854,38.65944030289554,Cloudy,78,4.311227025184991,308.40500000000003,4.595,4.220000000000001,78580.925
South,Sandy,Rice,605.1074705094554,25.45541238390087,Rainy,85,4.224649902856002,308.40500000000003,4.595,4.220000000000001,78580.925
West,Sandy,Maize,550.8701659931965,34.89824470921406,Sunny,107,4.262469308224599,460.93,1.09,1.31,54314.28
East,Clay,Wheat,950.9178531996724,17.259434097334275,Sunny,140,4.247163509497351,210.88500000000002,6.105,2.235,44398.345
West,Silt,Soybean,580.8184837150724,34.509426687519486,Cloudy,146,4.584876052963485,266.03,8.57,1.35,43610.21
